Tipo;Orgao;DataCriacao;Assunto;Subdivisao;Situacao;Logradouro;Bairro;Regional;DataResposta;Origem;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Disque Solidariedade;Doações;Aberto;Rua Rezala Simão;SANTA QUITERIA;Unidade Regional Portao;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Esmolando;Respondido;Rua Coronel Luiz José Dos Santos;BOQUEIRAO;Unidade Regional Boqueirao;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Esmolando;Respondido;RUA PADRE ANCHIETA;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Esmolando;Concluído;RUA ENGENHEIRO BENEDITO MÁRIO DA SILVA;CAJURU;Unidade Regional Cajuru;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Adulto desaparecido;Respondido;Rua Vereador Elias Karam;FAZENDINHA;Unidade Regional Portao;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Respondido;RUA PADRE ANCHIETA;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Respondido;RUA RAPOSO TAVARES;PILARZINHO;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Respondido;Rua Antônio Andriguetto;UBERABA;Unidade Regional Cajuru;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Aberto;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Respondido;Avenida João Gualberto;JUVEVE;Unidade Regional Matriz;01/01/2025;Chat;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Em andamento;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Em andamento;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Em andamento;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Em andamento;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Aberto;RUA ANTÔNIO ANDRIGUETTO;UBERABA;Unidade Regional Cajuru;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Perdida/Desorientada;Aberto;RUA WALDEMAR LOUREIRO CAMPOS;XAXIM;Unidade Regional Boqueirao;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Concluído;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Rua Mercúrio;SITIO CERCADO;Unidade Regional Bairro Novo;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA PEDRO IVO;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Avenida Marechal Floriano Peixoto;REBOUCAS;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;AVENIDA MARECHAL FLORIANO PEIXOTO;HAUER;Unidade Regional Boqueirao;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Henry Ford;LINDOIA;Unidade Regional Pinheirinho;01/01/2025;Telefone;
Elogio;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA RIO PELOTAS;BAIRRO ALTO;Unidade Regional Boa Vista;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;ALAMEDA AUGUSTO STELLFELD;BIGORRILHO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;Avenida Presidente Affonso Camargo;CENTRO;Unidade Regional Matriz;;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA PIQUIRI;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;Brigadeiro Franco;MERCES;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA CARLOS KLEMTZ;FAZENDINHA;Unidade Regional Portao;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA PADRE ANCHIETA;BIGORRILHO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;Rua Alberico Flores Bueno;BAIRRO ALTO;Unidade Regional Boa Vista;;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA REPÚBLICA ARGENTINA;NOVO MUNDO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Rua Simão Bolivar;JUVEVE;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA ODAIR PAZELLO;CAPAO RASO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA LEON NICOLAS;CAPAO RASO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA DESEMBARGADOR WESTPHALEN;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;AVENIDA MANOEL RIBAS;SAO FRANCISCO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA JOÃO NEGRÃO;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA ALFERES POLI;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;AVENIDA MARECHAL FLORIANO PEIXOTO;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;RUA DESEMBARGADOR MOTTA;CENTRO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Concluído;AVENIDA PARANÁ;BACACHERI;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Concluído;TERMINAL BOQUEIRÃO;BOQUEIRAO;Unidade Regional Boqueirao;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;AVENIDA PARANÁ;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;Rua Engenheiros Rebouças;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA ISAAC GUELMANN;NOVO MUNDO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;RUA PADRE ANCHIETA;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;RUA PADRE ANCHIETA;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Concluído;Avenida Winston Churchill;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;RUA ENGENHEIRO BENEDITO MÁRIO DA SILVA;CAJURU;Unidade Regional Cajuru;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;RUA EUGÊNIO FLOR;ABRANCHES;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;PRAÇA RUI BARBOSA;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;Rua Emiliano Perneta;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Em andamento;AVENIDA PARANÁ;CABRAL;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA BARÃO DO SERRO AZUL;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;RUA FRANCISCO TORRES;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA MARECHAL FLORIANO PEIXOTO;BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA VICENTE MACHADO;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;RUA ASSIS FIGUEIREDO;GUAIRA;Unidade Regional Portao;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Rua Fioravante Dalla Stella;CRISTO REI;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Respondido;Rua Fernandes de Barros;CRISTO REI;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Pessoas/famílias em desabrigo na rua;Aberto;AVENIDA PRESIDENTE AFFONSO CAMARGO;JARDIM BOTANICO;Unidade Regional Matriz;;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;Avenida Presidente Affonso Camargo;JARDIM BOTANICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA HARVEY DE BARROS SILVA;PILARZINHO;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;Rua João Bettega;PORTAO;Unidade Regional Portao;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Concluído;Rua Presidente Carlos Cavalcanti;CENTRO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA MARECHAL DEODORO;CENTRO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA JOÃO REBOLI;BOA VISTA;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA LAMENHA LINS;CENTRO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA ENGENHEIROS REBOUÇAS;JARDIM BOTANICO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;RUA DOUTOR MANOEL LINHARES DE LACERDA;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Respondido;Rua Prefeito Ângelo Lopes;CRISTO REI;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Abordagem social de rua - Adulto e Idoso;Dormindo/Caídas na rua;Em andamento;Rua Presidente Carlos Cavalcanti;CENTRO;Unidade Regional Matriz;;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Violência contra criança e adolescente;Desacompanhada dos pais/responsáveis;Respondido;RUA CLAUDIO ALVES DE LIMA;SITIO CERCADO;Unidade Regional Bairro Novo;01/01/2025;Mobile;
Denúncia;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Violência contra criança e adolescente;Maus tratos psicológicos;Concluído;RUA EUGÊNIO FLOR;TABOAO;Unidade Regional Boa Vista;01/01/2025;Telefone;
Denúncia;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Violência contra criança e adolescente;Pais/responsáveis fazendo uso de drogas;Concluído;RUA COMENDADOR MACEDO;CENTRO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Violência contra criança e adolescente;Aliciação por adultos para venda de drogas;Respondido;Trajano Reis;SAO FRANCISCO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;FUNDAÇÃO DE AÇÃO SOCIAL;01/01/2025;Violência contra criança e adolescente;Abandono;Respondido;RUA BARÃO DO SERRO AZUL;CENTRO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE PLANEJAMENTO, FINANÇAS E ORÇAMENTO;01/01/2025;IPTU;Informação;Aberto;Ewaldo Hauer;SANTA CANDIDA;Unidade Regional Boa Vista;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos em grande quantidade - via pública;Aberto;RUA BENTO VIANA;AGUA VERDE;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Resíduos vegetais de jardim;Aberto;RUA MAJOR FRANCA GOMES;SANTA QUITERIA;Unidade Regional Portao;;Mobile;
