Tipo;Orgao;DataCriacao;Assunto;Subdivisao;Situacao;Logradouro;Bairro;Regional;DataResposta;Origem;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Colibri;TINGUI;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Ourizona;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;RUA PROFESSOR DOUTOR PEDRO RIBEIRO MACEDO DA COSTA;VILA IZABEL;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Cidade Gaúcha;CIDADE INDUSTRIAL;Unidade Regional CIC;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Francisco Ceccon;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;RUA JOSE ALCIDES DE LIMA;CAPAO RASO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Rio Jaguaribe;BAIRRO ALTO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Brasílio Ribas;NOVO MUNDO;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;João Batista Palu;CIDADE INDUSTRIAL;Unidade Regional CIC;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;RUA SIMÃO MANSUR;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua Rio Guaporé;BAIRRO ALTO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Entulhos diversos (pequena quantidade);Aberto;Rua dos Ipês;BARREIRINHA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Limpeza;Óleo na pista;Aberto;do Batel;BATEL;Unidade Regional Matriz;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Limpeza;Lavagem de vias - caminhão pipa;Aberto;RUA BENTO VIANA;AGUA VERDE;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Varrição;Manual;Aberto;AVENIDA IGUAÇU;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Sinalização vertical;Implantação de proibitiva para lixo;Aberto;RUA JOSÉ VALLA;ORLEANS;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Fiscalização;Resíduos dispostos inadequadamente em passeio;Aberto;Rua Daisy Luci Berno;GUAIRA;Unidade Regional Portao;;Chat;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Fiscalização;Resíduos dispostos inadequadamente em passeio;Aberto;RUA DUQUE DE CAXIAS;SAO FRANCISCO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Fiscalização;Resíduos dispostos inadequadamente em passeio;Aberto;Rua Francisco Torres;CENTRO;Unidade Regional Matriz;;Chat;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos recicláveis);Aberto;RUA DAS MARGARIDAS;CAMPO DE SANTANA;Unidade Regional Tatuquara;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos recicláveis);Aberto;Rua Jorge Simão;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos recicláveis);Aberto;RUA JOÃO RODOLFO SCHLENKER;PORTAO;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos recicláveis);Em avaliação;Professora Maria Balbina Costa Dias;BOA VISTA;Unidade Regional Boa Vista;;Portal;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos recicláveis);Aberto;Rua Miguel Piekarski;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (resíduos diversos em via pública);Aberto;RUA JOÃO ANTÔNIO CULPI;PINHEIRINHO;Unidade Regional Pinheirinho;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA NEY ITIBERÊ PIÁ DE ANDRADE;SANTO INACIO;Unidade Regional Santa Felicidade;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA FORTALEZA;CAJURU;Unidade Regional Cajuru;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Rua Nicolau Serrato Sobrinho;NOVO MUNDO;Unidade Regional Pinheirinho;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Francisco de Camargo Pinto;CAPAO RASO;Unidade Regional Pinheirinho;;Portal;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA JOÃO RODOLFO SCHLENKER;PORTAO;Unidade Regional Portao;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA BALTAZAR CARRASCO DOS REIS;REBOUCAS;Unidade Regional Matriz;;Telefone;
Sugestão;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Hayton da Silva Pereira;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Portal;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA BOCAIÚVA;SANTA QUITERIA;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Rua Helena Nunes da Silva;CIDADE INDUSTRIAL;Unidade Regional CIC;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Rua Sebastião Malucelli;NOVO MUNDO;Unidade Regional Pinheirinho;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Magdalena Taborda Ribas;NOVO MUNDO;Unidade Regional Pinheirinho;;Portal;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;RUA JOSÉ ALCIDES DE LIMA;NOVO MUNDO;Unidade Regional Pinheirinho;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Coleta;Atendimento (domiciliar);Aberto;Rua Das Carmelitas;BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA BORTOLO PARISE;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;AVENIDA IGUAÇU;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua Rio Tietê;BAIRRO ALTO;Unidade Regional Boa Vista;;Chat;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA DAS CARMELITAS;BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua Brigadeiro Arthur Carlos Peralta;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA DEPUTADO OLIVIO BELICH;BOM RETIRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA OLÍVIO DOMINGOS LEONARDI;SITIO CERCADO;Unidade Regional Bairro Novo;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua José Lins do Rego;BAIRRO ALTO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Avenida Presidente Affonso Camargo;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA LUPIONÓPOLIS;SITIO CERCADO;Unidade Regional Bairro Novo;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua Otávio Bressan;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua Joaquim Ribeiro de Camargo;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua Brigadeiro Arthur Carlos Peralta;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;TRAVESSA JOSÉ ANÍBAL DUTRA LAMIN;TATUQUARA;Unidade Regional Tatuquara;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA ESPER JORGE CHUERI;CAJURU;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA SÃO PIO X;AHU;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;Rua João Sales Barreto Bossle;CAMPO DE SANTANA;Unidade Regional Tatuquara;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de caninos mortos;Aberto;RUA RIO TIETÊ;BAIRRO ALTO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de felinos mortos;Aberto;Rua Alcino Guanabara;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de felinos mortos;Aberto;Avenida Frederico Lambertucci;FAZENDINHA;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de felinos mortos;Aberto;Rua Arthur Ramos;BAIRRO ALTO;Unidade Regional Boa Vista;;Chat;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Animais domésticos;Remoção de felinos mortos;Aberto;Rua Diógenes do Brasil Lobato;TINGUI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Avaliação para corte em via pública;Aberto;Alcir Martins Bastos;FAZENDINHA;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Avaliação para corte em via pública;Aberto;Rua Pará;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Avaliação para corte em via pública;Aberto;Professor José Nogueira dos Santos;HAUER;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Árvore ou galho caído – sem bloqueio de passagem;Aberto;Nossa Senhora Aparecida;SEMINARIO;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Poda de manutenção em árvores;Aberto;RUA JOAO BATISTA COLLIN;SANTA QUITERIA;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Poda de manutenção em árvores;Aberto;RUA WANDA WOLF;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Árvore;Poda de manutenção em árvores;Aberto;Magdalena Taborda Ribas;NOVO MUNDO;Unidade Regional Pinheirinho;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Marian Taseuzs Laslowski;CAJURU;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Manoel Borba Gato;BARREIRINHA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Alberto Breowicz;BAIRRO ALTO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Engenheiro Romulo Gutierrez;VISTA ALEGRE;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Jornalista Paulino De Almeida;CAJURU;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Elvira Marquesini Vaz;SITIO CERCADO;Unidade Regional Bairro Novo;;Portal;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Rezala Simão;SANTA QUITERIA;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA MAGDALENA CHAGAS LIMA;SAO BRAZ;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Jose Izidoro Biazetto;CAMPO COMPRIDO;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Edelzina De Jesus Santiago;CIDADE INDUSTRIAL;Unidade Regional CIC;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Ludovika Bordenoski Lopes;BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;AVENIDA SETE DE SETEMBRO;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA CLÁVIO MOLINARI;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Mateus Leme;SAO FRANCISCO;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Danilo Pedro Schreiner;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Capitao Joao Zaleski;LINDOIA;Unidade Regional Pinheirinho;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Jose Benedito Cottolengo;CAMPO COMPRIDO;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Jose Benedito Cottolengo;CAMPO COMPRIDO;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;AVENIDA SILVA JARDIM;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Olivio Domingos Leonardi;SITIO CERCADO;Unidade Regional Bairro Novo;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA;CIDADE INDUSTRIAL;Unidade Regional CIC;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Respondido;Dr Pedro Augusto M Barreto Monclaro;AGUA VERDE;Unidade Regional Portao;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA SETE DE ABRIL;JUVEVE;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;AVENIDA JOÃO GUALBERTO;ALTO DA GLORIA;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA NATAL GARIB;PILARZINHO;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Avenida Parana;SANTA CANDIDA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Capitão Amin Mosse;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;RUA SALDANHA MARINHO;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Roaldo Brun;ATUBA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Onofre Pedro Dos Santos;SAO JOAO;Unidade Regional Santa Felicidade;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Ulisses Geraldo Moro;ALTO BOQUEIRAO;Unidade Regional Boqueirao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;01/01/2025;Iluminação pública - Via pública;Manutenção de luminárias em vias públicas;Aberto;Rua Brasilio Cuman;BUTIATUVINHA;Unidade Regional Santa Felicidade;;Portal;
